ogc_fid,id,gridcode,wkb_geometry,climatecode
929,929,49,0103000020E6100000010000002D0000000000000000005C4000000000004042400000000000205C4000000000004042400000000000205C4000000000008042400000000000005C4000000000008042400000000000005C4000000000004042400000000000E05B4000000000004042400000000000E05B4000000000000042400000000000405B4000000000000042400000000000405B400000000000C041400000000000205B400000000000C041400000000000205B4000000000000042400000000000C05A4000000000000042400000000000C05A4000000000004042400000000000E05A4000000000004042400000000000E05A4000000000008042400000000000005B4000000000008042400000000000205B4000000000008042400000000000205B400000000000C042400000000000405B400000000000C042400000000000405B4000000000008042400000000000605B4000000000008042400000000000605B400000000000C042400000000000605B4000000000000043400000000000805B4000000000000043400000000000805B4000000000008042400000000000A05B4000000000008042400000000000A05B400000000000C042400000000000C05B400000000000C042400000000000C05B4000000000008042400000000000E05B4000000000008042400000000000E05B400000000000C042400000000000005C400000000000C042400000000000005C4000000000000043400000000000205C4000000000000043400000000000205C4000000000008043400000000000405C4000000000008043400000000000405C4000000000008042400000000000805C4000000000008042400000000000805C4000000000004042400000000000605C4000000000004042400000000000605C400000000000C041400000000000405C400000000000C041400000000000405C4000000000000042400000000000005C4000000000000042400000000000005C400000000000404240,Dwa
928,928,51,0103000020E6100000010000000500000000000000008058400000000000C04140000000000080584000000000000042400000000000A0584000000000000042400000000000A058400000000000C0414000000000008058400000000000C04140,Dwc
920,920,62,0103000020E610000001000000050000000000000000C051400000000000C041400000000000A051400000000000C041400000000000A0514000000000004042400000000000C0514000000000004042400000000000C051400000000000C04140,ET
958,958,37,0103000020E6100000010000000900000000000000002060400000000000804140000000000000604000000000008041400000000000006040000000000040424000000000002060400000000000404240000000000020604000000000000042400000000000306040000000000000424000000000003060400000000000C0414000000000002060400000000000C0414000000000002060400000000000804140,Cwa
955,955,42,0103000020E61000000100000006000000000000000000534000000000008041400000000000C0524000000000008041400000000000C052400000000000C041400000000000E052400000000000C0414000000000000053400000000000C0414000000000000053400000000000804140,Dfb
976,976,42,0103000020E610000001000000110000000000000000C0524000000000004041400000000000A0524000000000004041400000000000605240000000000040414000000000006052400000000000C0414000000000004052400000000000C04140000000000040524000000000000042400000000000605240000000000000424000000000008052400000000000004240000000000080524000000000004042400000000000A0524000000000004042400000000000A0524000000000000042400000000000C0524000000000000042400000000000C052400000000000C041400000000000A052400000000000C041400000000000A0524000000000008041400000000000C0524000000000008041400000000000C052400000000000404140,Dfb
977,977,42,0103000020E610000001000000050000000000000000205340000000000040414000000000000053400000000000404140000000000000534000000000008041400000000000205340000000000080414000000000002053400000000000404140,Dfb
954,954,43,0103000020E610000001000000050000000000000000C0524000000000008041400000000000A0524000000000008041400000000000A052400000000000C041400000000000C052400000000000C041400000000000C052400000000000804140,Dfc
956,956,43,0103000020E61000000100000005000000000000000020534000000000008041400000000000005340000000000080414000000000000053400000000000C0414000000000002053400000000000C0414000000000002053400000000000804140,Dfc
978,978,43,0103000020E610000001000000050000000000000000605340000000000040414000000000002053400000000000404140000000000020534000000000008041400000000000605340000000000080414000000000006053400000000000404140,Dfc
952,952,45,0103000020E610000001000000240000000000000000404740000000000040424000000000004047400000000000C0424000000000000047400000000000C0424000000000000047400000000000004340000000000040474000000000000043400000000000404740000000000040434000000000008047400000000000404340000000000080474000000000008043400000000000C0474000000000008043400000000000C0474000000000004043400000000000C04740000000000000434000000000000048400000000000004340000000000040484000000000000043400000000000804840000000000000434000000000008048400000000000C04240000000000080484000000000008042400000000000004940000000000080424000000000000049400000000000404240000000000080484000000000004042400000000000804840000000000000424000000000004048400000000000004240000000000040484000000000004042400000000000C0474000000000004042400000000000C0474000000000008042400000000000404840000000000080424000000000004048400000000000C042400000000000C047400000000000C0424000000000008047400000000000C0424000000000008047400000000000804240000000000080474000000000004042400000000000C0474000000000004042400000000000C04740000000000000424000000000008047400000000000004240000000000080474000000000008041400000000000404740000000000080414000000000004047400000000000404240,Dsa
962,962,21,0103000020E610000001000000050000000000000000605CC000000000004041400000000000805CC000000000004041400000000000805CC000000000008041400000000000605CC000000000008041400000000000605CC00000000000404140,BWk
951,951,27,0103000020E6100000010000000500000000000000008040400000000000C041400000000000C040400000000000C041400000000000C0404000000000008041400000000000804040000000000080414000000000008040400000000000C04140,BSh
950,950,26,0103000020E610000001000000050000000000000000002040000000000080414000000000000020400000000000C0414000000000000024400000000000C041400000000000002440000000000080414000000000000020400000000000804140,BSk
968,968,26,0103000020E61000000100000005000000000000000000204000000000004041400000000000001E4000000000004041400000000000001E4000000000008041400000000000002040000000000080414000000000000020400000000000404140,BSk
971,971,26,0103000020E610000001000000110000000000000000404940000000000040414000000000000049400000000000404140000000000000494000000000008041400000000000C0484000000000008041400000000000C048400000000000C041400000000000C04840000000000000424000000000008048400000000000004240000000000080484000000000004042400000000000004940000000000040424000000000000049400000000000004240000000000040494000000000000042400000000000004A4000000000000042400000000000004A400000000000C0414000000000008049400000000000C04140000000000080494000000000008041400000000000404940000000000080414000000000004049400000000000404140,BSk
959,959,31,0103000020E610000001000000050000000000000000206040000000000080414000000000002060400000000000C0414000000000003060400000000000C041400000000000306040000000000080414000000000002060400000000000804140,Cfa
974,974,31,0103000020E610000001000000050000000000000000405140000000000040414000000000004051400000000000804140000000000060514000000000008041400000000000605140000000000040414000000000004051400000000000404140,Cfa
960,960,32,0103000020E6100000010000000500000000000000004061400000000000C0414000000000005061400000000000C04140000000000050614000000000008041400000000000406140000000000080414000000000004061400000000000C04140,Cfb
1011,1011,50,0103000020E610000001000000050000000000000000E05A400000000000C040400000000000E05A4000000000000041400000000000005B4000000000000041400000000000005B400000000000C040400000000000E05A400000000000C04040,Dwb
975,975,32,0103000020E610000001000000090000000000000000605240000000000040414000000000004052400000000000404140000000000040524000000000008041400000000000C0514000000000008041400000000000C051400000000000C041400000000000E051400000000000C0414000000000004052400000000000C0414000000000006052400000000000C0414000000000006052400000000000404140,Cfb
965,965,34,0103000020E6100000010000002900000000000000000000C0000000000080414000000000000000C00000000000C04140000000000000F8BF0000000000C04140000000000000F8BF0000000000004240000000000000F0BF0000000000004240000000000000F0BF0000000000C04140000000000000E03F0000000000C04140000000000000E03F00000000000042400000000000000000000000000000424000000000000000000000000000404240000000000000F03F0000000000404240000000000000F03F00000000008042400000000000001840000000000080424000000000000018400000000000C0424000000000000020400000000000C04240000000000000204000000000008042400000000000002140000000000080424000000000000021400000000000C0424000000000000027400000000000C042400000000000002740000000000040424000000000000026400000000000404240000000000000264000000000000042400000000000002440000000000000424000000000000024400000000000C0414000000000000020400000000000C04140000000000000204000000000008041400000000000001E4000000000008041400000000000001C4000000000008041400000000000001A4000000000008041400000000000001A400000000000C0414000000000000018400000000000C04140000000000000184000000000000042400000000000001440000000000000424000000000000014400000000000C0414000000000000012400000000000C04140000000000000124000000000008041400000000000000440000000000080414000000000000004400000000000404140000000000000E03F0000000000404140000000000000E03F000000000080414000000000000000C00000000000804140,Csa
969,969,34,0103000020E6100000010000000B00000000000000000039400000000000404140000000000080384000000000004041400000000000803840000000000080414000000000008037400000000000804140000000000080374000000000000042400000000000803840000000000000424000000000008038400000000000C041400000000000803A400000000000C041400000000000803A4000000000008041400000000000003940000000000080414000000000000039400000000000404140,Csa
963,963,35,0103000020E610000001000000050000000000000000A05AC000000000008041400000000000805AC000000000008041400000000000805AC000000000004041400000000000A05AC000000000004041400000000000A05AC00000000000804140,Csb
970,970,45,0103000020E61000000100000008000000000000000000484000000000000042400000000000404840000000000000424000000000004048400000000000C04140000000000040484000000000004041400000000000C0474000000000004041400000000000C0474000000000008041400000000000004840000000000080414000000000000048400000000000004240,Dsa
979,979,37,0103000020E61000000100000009000000000000000000604000000000004041400000000000A05F4000000000004041400000000000A05F4000000000008041400000000000C05F4000000000008041400000000000C05F400000000000C041400000000000E05F400000000000C041400000000000E05F4000000000008041400000000000006040000000000080414000000000000060400000000000404140,Cwa
997,997,38,0103000020E610000001000000070000000000000000405A4000000000000041400000000000405A4000000000004041400000000000605A4000000000004041400000000000605A4000000000008041400000000000A05A4000000000008041400000000000A05A4000000000000041400000000000405A400000000000004140,Cwb
1007,1007,38,0103000020E610000001000000090000000000000000E052400000000000C0404000000000008052400000000000C04040000000000080524000000000000041400000000000A0524000000000000041400000000000A0524000000000004041400000000000C0524000000000004041400000000000C0524000000000000041400000000000E0524000000000000041400000000000E052400000000000C04040,Cwb
1010,1010,38,0103000020E610000001000000050000000000000000E05A400000000000C040400000000000C05A400000000000C040400000000000C05A4000000000000041400000000000E05A4000000000000041400000000000E05A400000000000C04040,Cwb
993,993,42,0103000020E610000001000000050000000000000000E0524000000000000041400000000000C0524000000000000041400000000000C0524000000000004041400000000000E0524000000000004041400000000000E052400000000000004140,Dfb
994,994,42,0103000020E610000001000000050000000000000000205340000000000040414000000000006053400000000000404140000000000060534000000000000041400000000000205340000000000000414000000000002053400000000000404140,Dfb
1008,1008,42,0103000020E6100000010000000500000000000000000053400000000000C040400000000000E052400000000000C040400000000000E0524000000000000041400000000000005340000000000000414000000000000053400000000000C04040,Dfb
276,276,43,0103000020E6100000010000001600000000000000009060C00000000000804C400000000000B060C00000000000804C400000000000B060C00000000000C04C400000000000C060C00000000000C04C400000000000C060C00000000000804C400000000000D060C00000000000804C400000000000D060C00000000000C04C4000000000000061C00000000000C04C4000000000000061C00000000000004D4000000000001061C00000000000004D4000000000002061C00000000000004D4000000000002061C00000000000804D4000000000001061C00000000000804D4000000000001061C00000000000C04D4000000000000061C00000000000C04D4000000000000061C00000000000804D400000000000E060C00000000000804D400000000000B060C00000000000804D400000000000B060C00000000000404D4000000000009060C00000000000404D4000000000009060C00000000000004D4000000000009060C00000000000804C40,Dfc
334,334,43,0103000020E610000001000000070000000000000000C055C00000000000004A400000000000E055C00000000000004A400000000000E055C00000000000404A4000000000000056C00000000000404A4000000000000056C00000000000804A400000000000C055C00000000000804A400000000000C055C00000000000004A40,Dfc
335,335,43,0103000020E6100000010000000500000000000000004061400000000000004A4000000000003061400000000000004A4000000000003061400000000000404A4000000000004061400000000000404A4000000000004061400000000000004A40,Dfc
986,986,27,0103000020E610000001000000050000000000000000005DC000000000000041400000000000005DC000000000004041400000000000E05CC000000000004041400000000000E05CC000000000000041400000000000005DC00000000000004140,BSh
989,989,27,0103000020E6100000010000000C0000000000000000001040000000000000414000000000000010400000000000404140000000000000124000000000004041400000000000001240000000000080414000000000000012400000000000C0414000000000000014400000000000C0414000000000000016400000000000C041400000000000001640000000000080414000000000000016400000000000404140000000000000144000000000004041400000000000001440000000000000414000000000000010400000000000004140,BSh
998,998,27,0103000020E610000001000000050000000000000000805DC00000000000C040400000000000A05DC00000000000C040400000000000A05DC000000000000041400000000000805DC000000000000041400000000000805DC00000000000C04040,BSh
985,985,26,0103000020E610000001000000050000000000000000005DC000000000000041400000000000205DC000000000000041400000000000205DC000000000004041400000000000005DC000000000004041400000000000005DC00000000000004140,BSk
1000,1000,26,0103000020E610000001000000050000000000000000605DC00000000000C040400000000000605DC000000000000041400000000000405DC000000000000041400000000000405DC00000000000C040400000000000605DC00000000000C04040,BSk
1005,1005,26,0103000020E6100000010000000B0000000000000000C042400000000000C0404000000000008042400000000000C0404000000000004042400000000000C040400000000000404240000000000000414000000000008042400000000000004140000000000080424000000000008041400000000000004340000000000080414000000000000043400000000000404140000000000000434000000000000041400000000000C0424000000000000041400000000000C042400000000000C04040,BSk
980,980,31,0103000020E610000001000000050000000000000000006040000000000040414000000000000060400000000000804140000000000020604000000000008041400000000000206040000000000040414000000000000060400000000000404140,Cfa
992,992,32,0103000020E610000001000000060000000000000000805240000000000000414000000000006052400000000000004140000000000060524000000000004041400000000000A0524000000000004041400000000000A05240000000000000414000000000008052400000000000004140,Cfb
981,981,34,0103000020E610000001000000050000000000000000C05DC000000000000041400000000000E05DC000000000000041400000000000E05DC000000000004041400000000000C05DC000000000004041400000000000C05DC00000000000004140,Csa
983,983,34,0103000020E610000001000000110000000000000000405DC000000000000041400000000000605DC000000000000041400000000000605DC000000000004041400000000000A05DC000000000004041400000000000A05DC000000000008041400000000000A05DC00000000000C041400000000000C05DC00000000000C041400000000000C05DC000000000004042400000000000A05DC000000000004042400000000000A05DC000000000000042400000000000805DC000000000000042400000000000805DC000000000008041400000000000605DC000000000008041400000000000205DC000000000008041400000000000205DC000000000004041400000000000405DC000000000004041400000000000405DC00000000000004140,Csa
987,987,34,0103000020E610000001000000050000000000000000E05BC000000000000041400000000000E05BC000000000004041400000000000A05BC000000000004041400000000000A05BC000000000000041400000000000E05BC00000000000004140,Csa
999,999,34,0103000020E610000001000000050000000000000000605DC00000000000C040400000000000805DC00000000000C040400000000000805DC000000000000041400000000000605DC000000000000041400000000000605DC00000000000C04040,Csa
1002,1002,34,0103000020E610000001000000050000000000000000605BC00000000000C040400000000000805BC00000000000C040400000000000805BC000000000000041400000000000605BC000000000000041400000000000605BC00000000000C04040,Csa
982,982,35,0103000020E610000001000000880000000000000000605DC000000000000041400000000000805DC000000000000041400000000000A05DC000000000000041400000000000C05DC000000000000041400000000000C05DC000000000004041400000000000E05DC000000000004041400000000000E05DC000000000000041400000000000205EC000000000000041400000000000205EC000000000004041400000000000405EC000000000004041400000000000405EC000000000008041400000000000605EC000000000008041400000000000605EC000000000000042400000000000805EC000000000000042400000000000805EC000000000004042400000000000A05EC000000000004042400000000000A05EC00000000000C042400000000000C05EC00000000000C042400000000000C05EC000000000000043400000000000E05EC000000000000043400000000000E05EC000000000004043400000000000005FC000000000004043400000000000005FC00000000000C043400000000000205FC00000000000C043400000000000205FC000000000004045400000000000405FC000000000004045400000000000405FC000000000008045400000000000205FC000000000008045400000000000205FC00000000000C046400000000000005FC00000000000C046400000000000005FC000000000000047400000000000205FC000000000000047400000000000205FC000000000008047400000000000E05EC000000000008047400000000000E05EC00000000000C047400000000000C05EC00000000000C047400000000000C05EC000000000000048400000000000A05EC000000000000048400000000000A05EC000000000004048400000000000805EC000000000004048400000000000805EC000000000008047400000000000605EC000000000008047400000000000605EC000000000000048400000000000405EC000000000000048400000000000205EC000000000000048400000000000005EC000000000000048400000000000005EC00000000000C047400000000000005EC000000000008047400000000000205EC000000000008047400000000000205EC000000000000047400000000000205EC00000000000C046400000000000205EC000000000008046400000000000005EC000000000008046400000000000005EC00000000000C046400000000000E05DC00000000000C046400000000000A05DC00000000000C046400000000000A05DC000000000000047400000000000805DC000000000000047400000000000805DC000000000004047400000000000605DC000000000004047400000000000605DC000000000000047400000000000E05CC000000000000047400000000000E05CC000000000008046400000000000005DC000000000008046400000000000005DC000000000000046400000000000205DC000000000000046400000000000205DC000000000004046400000000000605DC000000000004046400000000000605DC000000000000046400000000000C05DC000000000000046400000000000C05DC00000000000C045400000000000205EC00000000000C045400000000000205EC000000000008045400000000000005EC000000000008045400000000000005EC000000000004045400000000000C05DC000000000004045400000000000C05DC000000000008044400000000000E05DC000000000008044400000000000005EC000000000008044400000000000005EC000000000004044400000000000205EC000000000004044400000000000205EC000000000000044400000000000E05DC000000000000044400000000000E05DC000000000008043400000000000C05DC000000000008043400000000000A05DC000000000008043400000000000A05DC000000000000043400000000000805DC000000000000043400000000000805DC000000000004042400000000000805DC000000000000042400000000000A05DC000000000000042400000000000A05DC000000000004042400000000000C05DC000000000004042400000000000C05DC000000000008042400000000000A05DC000000000008042400000000000A05DC00000000000C042400000000000C05DC00000000000C042400000000000C05DC000000000008042400000000000E05DC000000000008042400000000000E05DC00000000000C042400000000000005EC00000000000C042400000000000005EC000000000000043400000000000205EC000000000000043400000000000205EC00000000000C043400000000000405EC00000000000C043400000000000405EC000000000000044400000000000605EC000000000000044400000000000605EC000000000008044400000000000405EC000000000008044400000000000405EC00000000000C044400000000000605EC00000000000C044400000000000605EC000000000008044400000000000A05EC000000000008044400000000000A05EC000000000004044400000000000C05EC000000000004044400000000000C05EC000000000000044400000000000A05EC000000000000044400000000000A05EC000000000004043400000000000805EC000000000004043400000000000805EC000000000000043400000000000605EC000000000000043400000000000605EC00000000000C042400000000000405EC00000000000C042400000000000405EC000000000008042400000000000405EC000000000004042400000000000205EC000000000004042400000000000205EC000000000000042400000000000005EC000000000000042400000000000005EC00000000000C041400000000000005EC000000000008041400000000000E05DC000000000008041400000000000C05DC000000000008041400000000000A05DC000000000008041400000000000A05DC000000000004041400000000000605DC000000000004041400000000000605DC00000000000004140,Csb
984,984,35,0103000020E610000001000000050000000000000000205DC000000000000041400000000000405DC000000000000041400000000000405DC000000000004041400000000000205DC000000000004041400000000000205DC00000000000004140,Csb
988,988,35,0103000020E610000001000000050000000000000000205BC000000000000041400000000000205BC000000000004041400000000000005BC000000000004041400000000000005BC000000000000041400000000000205BC00000000000004140,Csb
1014,1014,35,0103000020E610000001000000090000000000000000605BC00000000000C040400000000000605BC000000000000041400000000000205BC000000000000041400000000000205BC00000000000C040400000000000005BC00000000000C040400000000000005BC000000000008040400000000000405BC000000000008040400000000000405BC00000000000C040400000000000605BC00000000000C04040,Csb
991,991,45,0103000020E610000001000000050000000000000000C04840000000000000414000000000008048400000000000004140000000000080484000000000004041400000000000C0484000000000004041400000000000C048400000000000004140,Dsa
995,995,47,0103000020E610000001000000090000000000000000C053400000000000004140000000000080534000000000000041400000000000805340000000000040414000000000006053400000000000404140000000000060534000000000008041400000000000A0534000000000008041400000000000A0534000000000004041400000000000C0534000000000004041400000000000C053400000000000004140,Dsc
1009,1009,47,0103000020E6100000010000000600000000000000004054400000000000C0404000000000002054400000000000C0404000000000000054400000000000C04040000000000000544000000000000041400000000000405440000000000000414000000000004054400000000000C04040,Dsc
996,996,62,0103000020E610000001000000050000000000000000A05940000000000000414000000000008059400000000000004140000000000080594000000000004041400000000000A0594000000000004041400000000000A059400000000000004140,ET
1021,1021,38,0103000020E61000000100000005000000000000000000534000000000008040400000000000E0524000000000008040400000000000E052400000000000C0404000000000000053400000000000C0404000000000000053400000000000804040,Cwb
1025,1025,38,0103000020E610000001000000050000000000000000205A4000000000008040400000000000205A4000000000000041400000000000405A4000000000000041400000000000405A4000000000008040400000000000205A400000000000804040,Cwb
1034,1034,38,0103000020E610000001000000050000000000000000205340000000000040404000000000000053400000000000404040000000000000534000000000008040400000000000205340000000000080404000000000002053400000000000404040,Cwb
1042,1042,38,0103000020E610000001000000050000000000000000005B4000000000004040400000000000C05A4000000000004040400000000000C05A4000000000008040400000000000005B4000000000008040400000000000005B400000000000404040,Cwb
336,336,43,0103000020E6100000010000000500000000000000005061400000000000004A4000000000005061400000000000404A4000000000006061400000000000404A4000000000006061400000000000004A4000000000005061400000000000004A40,Dfc
1032,1032,45,0103000020E610000001000000050000000000000000404940000000000040404000000000000049400000000000404040000000000000494000000000008040400000000000404940000000000080404000000000004049400000000000404040,Dsa
1017,1017,27,0103000020E610000001000000100000000000000000404F4000000000008040400000000000804E4000000000008040400000000000804E400000000000C040400000000000404E400000000000C040400000000000004E400000000000C040400000000000004E4000000000004041400000000000404E4000000000004041400000000000404E4000000000008041400000000000804E4000000000008041400000000000804E4000000000004041400000000000C04E4000000000004041400000000000C04E4000000000000041400000000000004F4000000000000041400000000000004F400000000000C040400000000000404F400000000000C040400000000000404F400000000000804040,BSh
1029,1029,27,0103000020E610000001000000050000000000000000404240000000000040404000000000000042400000000000404040000000000000424000000000008040400000000000404240000000000080404000000000004042400000000000404040,BSh
1045,1045,27,0103000020E610000001000000050000000000000000C05BC000000000000040400000000000C05BC000000000008040400000000000A05BC000000000008040400000000000A05BC000000000000040400000000000C05BC00000000000004040,BSh
1030,1030,26,0103000020E610000001000000050000000000000000804240000000000040404000000000004042400000000000404040000000000040424000000000008040400000000000804240000000000080404000000000008042400000000000404040,BSk
1037,1037,26,0103000020E61000000100000009000000000000000000544000000000004040400000000000E0534000000000004040400000000000E0534000000000008040400000000000E053400000000000C0404000000000000054400000000000C0404000000000002054400000000000C04040000000000020544000000000008040400000000000005440000000000080404000000000000054400000000000404040,BSk
1043,1043,26,0103000020E610000001000000050000000000000000405DC000000000000040400000000000605DC000000000000040400000000000605DC000000000008040400000000000405DC000000000008040400000000000405DC00000000000004040,BSk
1026,1026,31,0103000020E610000001000000100000000000000000805F4000000000000042400000000000C05F4000000000000042400000000000C05F400000000000C041400000000000C05F4000000000008041400000000000A05F4000000000008041400000000000A05F40000000000040414000000000000060400000000000404140000000000000604000000000000041400000000000C05F4000000000000041400000000000C05F4000000000008040400000000000805F4000000000008040400000000000805F400000000000C040400000000000A05F400000000000C040400000000000A05F4000000000000041400000000000805F4000000000000041400000000000805F400000000000004240,Cfa
1020,1020,32,0103000020E6100000010000000D00000000000000002051400000000000C0404000000000002051400000000000004140000000000040514000000000000041400000000000405140000000000040414000000000006051400000000000404140000000000060514000000000008041400000000000805140000000000080414000000000008051400000000000C0404000000000006051400000000000C04040000000000060514000000000008040400000000000405140000000000080404000000000004051400000000000C0404000000000002051400000000000C04040,Cfb
1018,1018,34,0103000020E610000001000000130000000000000000A0504000000000008040400000000000C04F4000000000008040400000000000C04F400000000000C040400000000000404F400000000000C040400000000000404F4000000000008041400000000000C04F4000000000008041400000000000C04F400000000000C0414000000000000050400000000000C04140000000000000504000000000000042400000000000605040000000000000424000000000006050400000000000C0414000000000004050400000000000C04140000000000040504000000000008041400000000000205040000000000080414000000000002050400000000000C0404000000000006050400000000000C04040000000000060504000000000000041400000000000A0504000000000000041400000000000A050400000000000804040,Csa
1028,1028,34,0103000020E610000001000000050000000000000000003540000000000080404000000000008036400000000000804040000000000080364000000000004040400000000000003540000000000040404000000000000035400000000000804040,Csa
1033,1033,34,0103000020E610000001000000050000000000000000A0504000000000008040400000000000C0504000000000008040400000000000C0504000000000004040400000000000A0504000000000004040400000000000A050400000000000804040,Csa
1044,1044,34,0103000020E6100000010000000A0000000000000000405DC000000000000040400000000000405DC000000000008040400000000000605DC000000000008040400000000000605DC00000000000C040400000000000405DC00000000000C040400000000000405DC000000000000041400000000000205DC000000000000041400000000000205DC000000000008040400000000000205DC000000000000040400000000000405DC00000000000004040,Csa
1019,1019,46,0103000020E61000000100000024000000000000000000514000000000008040400000000000C0504000000000008040400000000000A0504000000000008040400000000000A0504000000000000041400000000000605040000000000000414000000000006050400000000000C0404000000000002050400000000000C04040000000000020504000000000008041400000000000405040000000000080414000000000004050400000000000C0414000000000006050400000000000C04140000000000060504000000000000042400000000000A0504000000000000042400000000000A050400000000000C041400000000000C050400000000000C041400000000000C0504000000000000042400000000000205140000000000000424000000000002051400000000000C0414000000000004051400000000000C041400000000000405140000000000000424000000000006051400000000000004240000000000060514000000000004042400000000000805140000000000040424000000000008051400000000000C041400000000000A051400000000000C041400000000000C051400000000000C041400000000000C05140000000000080414000000000008051400000000000804140000000000060514000000000008041400000000000405140000000000080414000000000004051400000000000404140000000000040514000000000000041400000000000205140000000000000414000000000002051400000000000C0404000000000000051400000000000C0404000000000000051400000000000804040,Dsb
1022,1022,50,0103000020E61000000100000005000000000000000020534000000000008040400000000000005340000000000080404000000000000053400000000000C0404000000000002053400000000000C0404000000000002053400000000000804040,Dwb
1024,1024,50,0103000020E610000001000000160000000000000000205A4000000000008040400000000000E0594000000000008040400000000000C0594000000000008040400000000000C059400000000000C0414000000000008059400000000000C041400000000000805940000000000000424000000000006059400000000000004240000000000060594000000000004042400000000000A0594000000000004042400000000000A0594000000000000042400000000000605A4000000000000042400000000000605A4000000000004042400000000000C05A4000000000004042400000000000C05A4000000000000042400000000000C05A4000000000008041400000000000A05A4000000000008041400000000000605A4000000000008041400000000000605A4000000000004041400000000000405A4000000000004041400000000000405A4000000000000041400000000000205A4000000000000041400000000000205A400000000000804040,Dwb
1040,1040,50,0103000020E610000001000000050000000000000000A05940000000000040404000000000008059400000000000404040000000000080594000000000000041400000000000A0594000000000000041400000000000A059400000000000404040,Dwb
1023,1023,51,0103000020E610000001000000050000000000000000A0584000000000008040400000000000805840000000000080404000000000008058400000000000C040400000000000A058400000000000C040400000000000A058400000000000804040,Dwc
1036,1036,51,0103000020E610000001000000050000000000000000E0534000000000004040400000000000C0534000000000004040400000000000C0534000000000008040400000000000E0534000000000008040400000000000E053400000000000404040,Dwc
1039,1039,51,0103000020E610000001000000050000000000000000405540000000000040404000000000002055400000000000404040000000000020554000000000008040400000000000405540000000000080404000000000004055400000000000404040,Dwc
1041,1041,51,0103000020E6100000010000001E0000000000000000C0594000000000004040400000000000A0594000000000004040400000000000A0594000000000000041400000000000A0594000000000004041400000000000805940000000000040414000000000008059400000000000004140000000000080594000000000004040400000000000605940000000000040404000000000004059400000000000404040000000000040594000000000008040400000000000605940000000000080404000000000006059400000000000C0404000000000000059400000000000C04040000000000000594000000000008040400000000000E0584000000000008040400000000000E058400000000000C0414000000000000059400000000000C041400000000000005940000000000000424000000000000059400000000000804240000000000020594000000000008042400000000000205940000000000040424000000000006059400000000000404240000000000060594000000000000042400000000000805940000000000000424000000000008059400000000000C041400000000000C059400000000000C041400000000000C0594000000000008040400000000000E0594000000000008040400000000000E0594000000000004040400000000000C059400000000000404040,Dwc
1035,1035,62,0103000020E6100000010000000700000000000000006053400000000000404040000000000060534000000000008040400000000000805340000000000080404000000000008053400000000000C040400000000000A053400000000000C040400000000000A05340000000000040404000000000006053400000000000404040,ET
1038,1038,62,0103000020E610000001000000050000000000000000805440000000000080404000000000008054400000000000404040000000000040544000000000004040400000000000405440000000000080404000000000008054400000000000804040,ET
1055,1055,38,0103000020E610000001000000050000000000000000405340000000000000404000000000002053400000000000004040000000000020534000000000004040400000000000405340000000000040404000000000004053400000000000004040,Cwb
1078,1078,38,0103000020E6100000010000000500000000000000006053400000000000803F4000000000004053400000000000803F40000000000040534000000000000040400000000000605340000000000000404000000000006053400000000000803F40,Cwb
1057,1057,43,0103000020E610000001000000260000000000000000E0534000000000000040400000000000A0534000000000000040400000000000805340000000000000404000000000006053400000000000004040000000000060534000000000004040400000000000A0534000000000004040400000000000A053400000000000C0404000000000008053400000000000C0404000000000008053400000000000804040000000000060534000000000008040400000000000605340000000000040404000000000004053400000000000404040000000000020534000000000004040400000000000205340000000000080404000000000002053400000000000C0404000000000000053400000000000C04040000000000000534000000000000041400000000000E0524000000000000041400000000000E0524000000000004041400000000000C0524000000000004041400000000000C05240000000000080414000000000000053400000000000804140000000000000534000000000004041400000000000205340000000000040414000000000002053400000000000004140000000000060534000000000000041400000000000605340000000000040414000000000008053400000000000404140000000000080534000000000000041400000000000C0534000000000000041400000000000005440000000000000414000000000000054400000000000C040400000000000E053400000000000C040400000000000E0534000000000008040400000000000C0534000000000008040400000000000C0534000000000004040400000000000E0534000000000004040400000000000E053400000000000004040,Dfc
1056,1056,50,0103000020E610000001000000050000000000000000605340000000000000404000000000004053400000000000004040000000000040534000000000004040400000000000605340000000000040404000000000006053400000000000004040,Dwb
1060,1060,50,0103000020E610000001000000050000000000000000605940000000000000404000000000006059400000000000404040000000000080594000000000004040400000000000805940000000000000404000000000006059400000000000004040,Dwb
1061,1061,50,0103000020E610000001000000050000000000000000C0594000000000000040400000000000A0594000000000000040400000000000A0594000000000004040400000000000C0594000000000004040400000000000C059400000000000004040,Dwb
1079,1079,50,0103000020E6100000010000000500000000000000006053400000000000803F40000000000060534000000000000040400000000000805340000000000000404000000000008053400000000000803F4000000000006053400000000000803F40,Dwb
1058,1058,51,0103000020E61000000100000005000000000000000000544000000000000040400000000000E0534000000000000040400000000000E0534000000000004040400000000000005440000000000040404000000000000054400000000000004040,Dwc
1050,1050,22,0103000020E610000001000000050000000000000000404240000000000000404000000000000042400000000000004040000000000000424000000000004040400000000000404240000000000040404000000000004042400000000000004040,BWh
1063,1063,22,0103000020E610000001000000050000000000000000A059C00000000000803F400000000000A059C0000000000040404000000000008059C0000000000040404000000000008059C00000000000803F400000000000A059C00000000000803F40,BWh
